item_nr,item_nr_old,item_number,answer,correct,audio_file,level,target_instrument,complexity,with_target_in_mix,condition_theoretical,time_song,song_nr,practice_item,old_audio_file_name,set_nr,condition,discrimination,guessing,inattention,difficulty,condition_difficulty_without_random_effects,item_difficulty,number_of_datapoints_per_cond,number_of_datapoints_per_item
72,2972,b_item2972_set1012_wit_lvl0_comp6_t212_song26,1,1,b_item2972_set1012_wit_lvl0_comp6_t212_song26.wav,0,Bass,6,yes,16,212,26,no,Bass_ItemNr(2972)_SetNr(1012)_WiT_Level(-15)_Complexity(6)_Time(212)_SongNr(26).wav,18,25,1.95100641,0.402489139,0.995917503,-0.08127129,-0.209977996,-0.568207703,400,46
73,3079,p_item3079_set358_wit_lvl-15_comp3_t70_song28,1,1,p_item3079_set358_wit_lvl-15_comp3_t70_song28.wav,-15,Piano,3,yes,35,70,28,no,Piano_ItemNr(3079)_SetNr(358)_WiT_Level(-15)_Complexity(3)_Time(70)_SongNr(28).wav,19,28,1.95100641,0.402489139,0.995917503,0.240936219,0.085465479,0.347037226,530,41
74,3079,p_item3079_set358_wit_lvl-10_comp3_t70_song28,1,1,p_item3079_set358_wit_lvl-10_comp3_t70_song28.wav,-10,Piano,3,yes,27,70,28,no,Piano_ItemNr(3079)_SetNr(358)_WiT_Level(-15)_Complexity(3)_Time(70)_SongNr(28).wav,19,14,1.95100641,0.402489139,0.995917503,-1.354568203,-1.1512087,-1.329233016,423,25
75,3079,p_item3079_set358_wit_lvl-5_comp3_t70_song28,1,1,p_item3079_set358_wit_lvl-5_comp3_t70_song28.wav,-5,Piano,3,yes,23,70,28,no,Piano_ItemNr(3079)_SetNr(358)_WiT_Level(-15)_Complexity(3)_Time(70)_SongNr(28).wav,19,6,1.95100641,0.402489139,0.995917503,-1.829359816,-1.931608452,-1.866140544,421,49
76,3079,p_item3079_set358_wit_lvl0_comp3_t70_song28,1,1,p_item3079_set358_wit_lvl0_comp3_t70_song28.wav,0,Piano,3,yes,11,70,28,no,Piano_ItemNr(3079)_SetNr(358)_WiT_Level(-15)_Complexity(3)_Time(70)_SongNr(28).wav,19,1,1.95100641,0.402489139,0.995917503,-2.351715436,-2.408931614,-2.054906709,572,47
77,2876,git_item2876_set943_wit_lvl-15_comp6_t138_song33,1,1,git_item2876_set943_wit_lvl-15_comp6_t138_song33.wav,-15,Guitar,6,yes,38,138,33,no,Guitar_ItemNr(2876)_SetNr(943)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(33).wav,20,36,1.95100641,0.402489139,0.995917503,0.585861537,0.638811079,-0.353059332,506,61
78,2876,git_item2876_set943_wit_lvl-10_comp6_t138_song33,1,1,git_item2876_set943_wit_lvl-10_comp6_t138_song33.wav,-10,Guitar,6,yes,30,138,33,no,Guitar_ItemNr(2876)_SetNr(943)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(33).wav,20,21,1.95100641,0.402489139,0.995917503,-0.526364198,-0.587335739,-1.399403769,496,48
79,2876,git_item2876_set943_wit_lvl-5_comp6_t138_song33,1,1,git_item2876_set943_wit_lvl-5_comp6_t138_song33.wav,-5,Guitar,6,yes,18,138,33,no,Guitar_ItemNr(2876)_SetNr(943)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(33).wav,20,12,1.95100641,0.402489139,0.995917503,-1.413249341,-1.357656067,-2.15595648,485,37
80,2876,git_item2876_set943_wit_lvl0_comp6_t138_song33,1,1,git_item2876_set943_wit_lvl0_comp6_t138_song33.wav,0,Guitar,6,yes,14,138,33,no,Guitar_ItemNr(2876)_SetNr(943)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(33).wav,20,8,1.95100641,0.402489139,0.995917503,-1.771482405,-1.832604192,-2.615954127,461,74
81,933,voc_item933_set165_wit_lvl-15_comp6_t110_song33,1,1,voc_item933_set165_wit_lvl-15_comp6_t110_song33.wav,-15,Lead,6,yes,37,110,33,no,Lead_ItemNr(933)_SetNr(165)_WiT_Level(-15)_Complexity(6)_Time(110)_SongNr(33).wav,21,35,1.95100641,0.402489139,0.995917503,-0.315888881,0.435541777,-0.032302597,605,39
82,933,voc_item933_set165_wit_lvl-10_comp6_t110_song33,1,1,voc_item933_set165_wit_lvl-10_comp6_t110_song33.wav,-10,Lead,6,yes,29,110,33,no,Lead_ItemNr(933)_SetNr(165)_WiT_Level(-15)_Complexity(6)_Time(110)_SongNr(33).wav,21,19,1.95100641,0.402489139,0.995917503,-1.257858134,-0.793445264,-0.968887538,458,37
83,933,voc_item933_set165_wit_lvl-5_comp6_t110_song33,1,1,voc_item933_set165_wit_lvl-5_comp6_t110_song33.wav,-5,Lead,6,yes,17,110,33,no,Lead_ItemNr(933)_SetNr(165)_WiT_Level(-15)_Complexity(6)_Time(110)_SongNr(33).wav,21,11,1.95100641,0.402489139,0.995917503,-2.287420112,-1.568561085,-1.947269059,499,36
84,933,voc_item933_set165_wit_lvl0_comp6_t110_song33,1,1,voc_item933_set165_wit_lvl0_comp6_t110_song33.wav,0,Lead,6,yes,13,110,33,no,Lead_ItemNr(933)_SetNr(165)_WiT_Level(-15)_Complexity(6)_Time(110)_SongNr(33).wav,21,5,1.95100641,0.402489139,0.995917503,-2.070816006,-2.044704139,-2.479986146,629,46
85,961,b_item961_set424_wit_lvl-15_comp6_t136_song34,1,1,b_item961_set424_wit_lvl-15_comp6_t136_song34.wav,-15,Bass,6,yes,40,136,34,no,Bass_ItemNr(961)_SetNr(424)_WiT_Level(-15)_Complexity(6)_Time(136)_SongNr(34).wav,22,40,1.95100641,0.402489139,0.995917503,2.386335346,2.273951478,2.154874096,472,43
86,961,b_item961_set424_wit_lvl-10_comp6_t136_song34,1,1,b_item961_set424_wit_lvl-10_comp6_t136_song34.wav,-10,Bass,6,yes,32,136,34,no,Bass_ItemNr(961)_SetNr(424)_WiT_Level(-15)_Complexity(6)_Time(136)_SongNr(34).wav,22,38,1.95100641,0.402489139,0.995917503,1.146991388,1.010231267,0.765034842,502,35
87,961,b_item961_set424_wit_lvl-5_comp6_t136_song34,1,1,b_item961_set424_wit_lvl-5_comp6_t136_song34.wav,-5,Bass,6,yes,20,136,34,no,Bass_ItemNr(961)_SetNr(424)_WiT_Level(-15)_Complexity(6)_Time(136)_SongNr(34).wav,22,32,1.95100641,0.402489139,0.995917503,0.434246861,0.248520775,0.275506621,496,99
88,961,b_item961_set424_wit_lvl0_comp6_t136_song34,1,1,b_item961_set424_wit_lvl0_comp6_t136_song34.wav,0,Bass,6,yes,16,136,34,no,Bass_ItemNr(961)_SetNr(424)_WiT_Level(-15)_Complexity(6)_Time(136)_SongNr(34).wav,22,25,1.95100641,0.402489139,0.995917503,-0.08127129,-0.209977996,-0.436361382,400,33
89,3250,git_item3250_set988_wit_lvl-15_comp6_t232_song34,1,1,git_item3250_set988_wit_lvl-15_comp6_t232_song34.wav,-15,Guitar,6,yes,38,232,34,no,Guitar_ItemNr(3250)_SetNr(988)_WiT_Level(-15)_Complexity(6)_Time(232)_SongNr(34).wav,23,36,1.95100641,0.402489139,0.995917503,0.585861537,0.638811079,0.840401556,506,39
90,3250,git_item3250_set988_wit_lvl-10_comp6_t232_song34,1,1,git_item3250_set988_wit_lvl-10_comp6_t232_song34.wav,-10,Guitar,6,yes,30,232,34,no,Guitar_ItemNr(3250)_SetNr(988)_WiT_Level(-15)_Complexity(6)_Time(232)_SongNr(34).wav,23,21,1.95100641,0.402489139,0.995917503,-0.526364198,-0.587335739,-0.375316359,496,72
91,3250,git_item3250_set988_wit_lvl-5_comp6_t232_song34,1,1,git_item3250_set988_wit_lvl-5_comp6_t232_song34.wav,-5,Guitar,6,yes,18,232,34,no,Guitar_ItemNr(3250)_SetNr(988)_WiT_Level(-15)_Complexity(6)_Time(232)_SongNr(34).wav,23,12,1.95100641,0.402489139,0.995917503,-1.413249341,-1.357656067,-1.094152483,485,43
92,3250,git_item3250_set988_wit_lvl0_comp6_t232_song34,1,1,git_item3250_set988_wit_lvl0_comp6_t232_song34.wav,0,Guitar,6,yes,14,232,34,no,Guitar_ItemNr(3250)_SetNr(988)_WiT_Level(-15)_Complexity(6)_Time(232)_SongNr(34).wav,23,8,1.95100641,0.402489139,0.995917503,-1.771482405,-1.832604192,-1.706426676,461,44
93,3241,b_item3241_set1062_wit_lvl-15_comp6_t174_song35,1,1,b_item3241_set1062_wit_lvl-15_comp6_t174_song35.wav,-15,Bass,6,yes,40,174,35,no,Bass_ItemNr(3241)_SetNr(1062)_WiT_Level(-15)_Complexity(6)_Time(174)_SongNr(35).wav,24,40,1.95100641,0.402489139,0.995917503,2.386335346,2.273951478,2.084779088,472,60
94,3241,b_item3241_set1062_wit_lvl-10_comp6_t174_song35,1,1,b_item3241_set1062_wit_lvl-10_comp6_t174_song35.wav,-10,Bass,6,yes,32,174,35,no,Bass_ItemNr(3241)_SetNr(1062)_WiT_Level(-15)_Complexity(6)_Time(174)_SongNr(35).wav,24,38,1.95100641,0.402489139,0.995917503,1.146991388,1.010231267,0.7635035,502,59
95,3241,b_item3241_set1062_wit_lvl-5_comp6_t174_song35,1,1,b_item3241_set1062_wit_lvl-5_comp6_t174_song35.wav,-5,Bass,6,yes,20,174,35,no,Bass_ItemNr(3241)_SetNr(1062)_WiT_Level(-15)_Complexity(6)_Time(174)_SongNr(35).wav,24,32,1.95100641,0.402489139,0.995917503,0.434246861,0.248520775,0.321948751,496,30
96,3241,b_item3241_set1062_wit_lvl0_comp6_t174_song35,1,1,b_item3241_set1062_wit_lvl0_comp6_t174_song35.wav,0,Bass,6,yes,16,174,35,no,Bass_ItemNr(3241)_SetNr(1062)_WiT_Level(-15)_Complexity(6)_Time(174)_SongNr(35).wav,24,25,1.95100641,0.402489139,0.995917503,-0.08127129,-0.209977996,-0.496226389,400,25
97,3352,voc_item3352_set852_wit_lvl-15_comp3_t86_song36,1,1,voc_item3352_set852_wit_lvl-15_comp3_t86_song36.wav,-15,Lead,3,yes,33,86,36,no,Lead_ItemNr(3352)_SetNr(852)_WiT_Level(-15)_Complexity(3)_Time(86)_SongNr(36).wav,25,29,1.95100641,0.402489139,0.995917503,0.098438839,0.108046669,1.099121869,425,51
98,3352,voc_item3352_set852_wit_lvl-10_comp3_t86_song36,1,1,voc_item3352_set852_wit_lvl-10_comp3_t86_song36.wav,-10,Lead,3,yes,25,86,36,no,Lead_ItemNr(3352)_SetNr(852)_WiT_Level(-15)_Complexity(3)_Time(86)_SongNr(36).wav,25,15,1.95100641,0.402489139,0.995917503,-1.379921176,-1.129699695,-0.118755121,575,35
99,3352,voc_item3352_set852_wit_lvl-5_comp3_t86_song36,1,1,voc_item3352_set852_wit_lvl-5_comp3_t86_song36.wav,-5,Lead,3,yes,21,86,36,no,Lead_ItemNr(3352)_SetNr(852)_WiT_Level(-15)_Complexity(3)_Time(86)_SongNr(36).wav,25,7,1.95100641,0.402489139,0.995917503,-1.865750964,-1.910440638,-0.900182936,541,37
100,3352,voc_item3352_set852_wit_lvl0_comp3_t86_song36,1,1,voc_item3352_set852_wit_lvl0_comp3_t86_song36.wav,0,Lead,3,yes,9,86,36,no,Lead_ItemNr(3352)_SetNr(852)_WiT_Level(-15)_Complexity(3)_Time(86)_SongNr(36).wav,25,2,1.95100641,0.402489139,0.995917503,-2.489367231,-2.388528616,-1.505680981,512,36
101,2486,b_item2486_set961_wit_lvl-15_comp6_t180_song37,1,1,b_item2486_set961_wit_lvl-15_comp6_t180_song37.wav,-15,Bass,6,yes,40,180,37,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav,26,40,1.95100641,0.402489139,0.995917503,2.386335346,2.273951478,2.490466039,472,37
102,2486,b_item2486_set961_wit_lvl-10_comp6_t180_song37,1,1,b_item2486_set961_wit_lvl-10_comp6_t180_song37.wav,-10,Bass,6,yes,32,180,37,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav,26,38,1.95100641,0.402489139,0.995917503,1.146991388,1.010231267,1.34731118,502,37
103,2486,b_item2486_set961_wit_lvl-5_comp6_t180_song37,1,1,b_item2486_set961_wit_lvl-5_comp6_t180_song37.wav,-5,Bass,6,yes,20,180,37,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav,26,32,1.95100641,0.402489139,0.995917503,0.434246861,0.248520775,0.463768559,496,25
104,2486,b_item2486_set961_wit_lvl0_comp6_t180_song37,1,1,b_item2486_set961_wit_lvl0_comp6_t180_song37.wav,0,Bass,6,yes,16,180,37,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav,26,25,1.95100641,0.402489139,0.995917503,-0.08127129,-0.209977996,0.323350956,400,50
105,882,git_item882_set267_wit_lvl-15_comp6_t230_song37,1,1,git_item882_set267_wit_lvl-15_comp6_t230_song37.wav,-15,Guitar,6,yes,38,230,37,no,Guitar_ItemNr(882)_SetNr(267)_WiT_Level(-15)_Complexity(6)_Time(230)_SongNr(37).wav,27,36,1.95100641,0.402489139,0.995917503,0.585861537,0.638811079,0.578481456,506,75
106,882,git_item882_set267_wit_lvl-10_comp6_t230_song37,1,1,git_item882_set267_wit_lvl-10_comp6_t230_song37.wav,-10,Guitar,6,yes,30,230,37,no,Guitar_ItemNr(882)_SetNr(267)_WiT_Level(-15)_Complexity(6)_Time(230)_SongNr(37).wav,27,21,1.95100641,0.402489139,0.995917503,-0.526364198,-0.587335739,-0.488262262,496,82
107,882,git_item882_set267_wit_lvl-5_comp6_t230_song37,1,1,git_item882_set267_wit_lvl-5_comp6_t230_song37.wav,-5,Guitar,6,yes,18,230,37,no,Guitar_ItemNr(882)_SetNr(267)_WiT_Level(-15)_Complexity(6)_Time(230)_SongNr(37).wav,27,12,1.95100641,0.402489139,0.995917503,-1.413249341,-1.357656067,-1.498332763,485,36
108,882,git_item882_set267_wit_lvl0_comp6_t230_song37,1,1,git_item882_set267_wit_lvl0_comp6_t230_song37.wav,0,Guitar,6,yes,14,230,37,no,Guitar_ItemNr(882)_SetNr(267)_WiT_Level(-15)_Complexity(6)_Time(230)_SongNr(37).wav,27,8,1.95100641,0.402489139,0.995917503,-1.771482405,-1.832604192,-1.64104222,461,55
109,3724,git_item3724_set1064_wit_lvl-15_comp6_t194_song38,1,1,git_item3724_set1064_wit_lvl-15_comp6_t194_song38.wav,-15,Guitar,6,yes,38,194,38,no,Guitar_ItemNr(3724)_SetNr(1064)_WiT_Level(-15)_Complexity(6)_Time(194)_SongNr(38).wav,28,36,1.95100641,0.402489139,0.995917503,0.585861537,0.638811079,0.698232253,506,57
110,3724,git_item3724_set1064_wit_lvl-10_comp6_t194_song38,1,1,git_item3724_set1064_wit_lvl-10_comp6_t194_song38.wav,-10,Guitar,6,yes,30,194,38,no,Guitar_ItemNr(3724)_SetNr(1064)_WiT_Level(-15)_Complexity(6)_Time(194)_SongNr(38).wav,28,21,1.95100641,0.402489139,0.995917503,-0.526364198,-0.587335739,-0.634939579,496,46
111,3724,git_item3724_set1064_wit_lvl-5_comp6_t194_song38,1,1,git_item3724_set1064_wit_lvl-5_comp6_t194_song38.wav,-5,Guitar,6,yes,18,194,38,no,Guitar_ItemNr(3724)_SetNr(1064)_WiT_Level(-15)_Complexity(6)_Time(194)_SongNr(38).wav,28,12,1.95100641,0.402489139,0.995917503,-1.413249341,-1.357656067,-1.337170082,485,42
112,3724,git_item3724_set1064_wit_lvl0_comp6_t194_song38,1,1,git_item3724_set1064_wit_lvl0_comp6_t194_song38.wav,0,Guitar,6,yes,14,194,38,no,Guitar_ItemNr(3724)_SetNr(1064)_WiT_Level(-15)_Complexity(6)_Time(194)_SongNr(38).wav,28,8,1.95100641,0.402489139,0.995917503,-1.771482405,-1.832604192,-1.749149118,461,30
113,3230,git_item3230_set987_wit_lvl-15_comp6_t130_song39,1,1,git_item3230_set987_wit_lvl-15_comp6_t130_song39.wav,-15,Guitar,6,yes,38,130,39,no,Guitar_ItemNr(3230)_SetNr(987)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(39).wav,29,36,1.95100641,0.402489139,0.995917503,0.585861537,0.638811079,-0.311491893,506,34
114,3230,git_item3230_set987_wit_lvl-10_comp6_t130_song39,1,1,git_item3230_set987_wit_lvl-10_comp6_t130_song39.wav,-10,Guitar,6,yes,30,130,39,no,Guitar_ItemNr(3230)_SetNr(987)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(39).wav,29,21,1.95100641,0.402489139,0.995917503,-0.526364198,-0.587335739,-1.263772473,496,40
115,3230,git_item3230_set987_wit_lvl-5_comp6_t130_song39,1,1,git_item3230_set987_wit_lvl-5_comp6_t130_song39.wav,-5,Guitar,6,yes,18,130,39,no,Guitar_ItemNr(3230)_SetNr(987)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(39).wav,29,12,1.95100641,0.402489139,0.995917503,-1.413249341,-1.357656067,-1.907941373,485,118
116,3230,git_item3230_set987_wit_lvl0_comp6_t130_song39,1,1,git_item3230_set987_wit_lvl0_comp6_t130_song39.wav,0,Guitar,6,yes,14,130,39,no,Guitar_ItemNr(3230)_SetNr(987)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(39).wav,29,8,1.95100641,0.402489139,0.995917503,-1.771482405,-1.832604192,-2.421167451,461,24
117,2639,voc_item2639_set536_wit_lvl-15_comp6_t172_song39,1,1,voc_item2639_set536_wit_lvl-15_comp6_t172_song39.wav,-15,Lead,6,yes,37,172,39,no,Lead_ItemNr(2639)_SetNr(536)_WiT_Level(-15)_Complexity(6)_Time(172)_SongNr(39).wav,30,35,1.95100641,0.402489139,0.995917503,-0.315888881,0.435541777,-0.882348674,605,45
118,2639,voc_item2639_set536_wit_lvl-10_comp6_t172_song39,1,1,voc_item2639_set536_wit_lvl-10_comp6_t172_song39.wav,-10,Lead,6,yes,29,172,39,no,Lead_ItemNr(2639)_SetNr(536)_WiT_Level(-15)_Complexity(6)_Time(172)_SongNr(39).wav,30,19,1.95100641,0.402489139,0.995917503,-1.257858134,-0.793445264,-2.089329623,458,38
119,2639,voc_item2639_set536_wit_lvl-5_comp6_t172_song39,1,1,voc_item2639_set536_wit_lvl-5_comp6_t172_song39.wav,-5,Lead,6,yes,17,172,39,no,Lead_ItemNr(2639)_SetNr(536)_WiT_Level(-15)_Complexity(6)_Time(172)_SongNr(39).wav,30,11,1.95100641,0.402489139,0.995917503,-2.287420112,-1.568561085,-3.009806243,499,57
120,2639,voc_item2639_set536_wit_lvl0_comp6_t172_song39,1,1,voc_item2639_set536_wit_lvl0_comp6_t172_song39.wav,0,Lead,6,yes,13,172,39,no,Lead_ItemNr(2639)_SetNr(536)_WiT_Level(-15)_Complexity(6)_Time(172)_SongNr(39).wav,30,5,1.95100641,0.402489139,0.995917503,-2.070816006,-2.044704139,-3.087254653,629,34
121,3562,p_item3562_set453_wit_lvl-15_comp6_t104_song39,1,1,p_item3562_set453_wit_lvl-15_comp6_t104_song39.wav,-15,Piano,6,yes,39,104,39,no,Piano_ItemNr(3562)_SetNr(453)_WiT_Level(-15)_Complexity(6)_Time(104)_SongNr(39).wav,31,34,1.95100641,0.402489139,0.995917503,-0.105948649,0.412665406,-0.7328059,497,37
122,3562,p_item3562_set453_wit_lvl-10_comp6_t104_song39,1,1,p_item3562_set453_wit_lvl-10_comp6_t104_song39.wav,-10,Piano,6,yes,31,104,39,no,Piano_ItemNr(3562)_SetNr(453)_WiT_Level(-15)_Complexity(6)_Time(104)_SongNr(39).wav,31,18,1.95100641,0.402489139,0.995917503,-1.356829462,-0.815367825,-1.973161048,565,58
123,3562,p_item3562_set453_wit_lvl-5_comp6_t104_song39,1,1,p_item3562_set453_wit_lvl-5_comp6_t104_song39.wav,-5,Piano,6,yes,19,104,39,no,Piano_ItemNr(3562)_SetNr(453)_WiT_Level(-15)_Complexity(6)_Time(104)_SongNr(39).wav,31,10,1.95100641,0.402489139,0.995917503,-1.838454311,-1.590433562,-2.959985715,467,42
124,3562,p_item3562_set453_wit_lvl0_comp6_t104_song39,1,1,p_item3562_set453_wit_lvl0_comp6_t104_song39.wav,0,Piano,6,yes,15,104,39,no,Piano_ItemNr(3562)_SetNr(453)_WiT_Level(-15)_Complexity(6)_Time(104)_SongNr(39).wav,31,4,1.95100641,0.402489139,0.995917503,-2.271284098,-2.065891627,-3.53261898,593,41
125,3703,p_item3703_set470_wit_lvl-15_comp3_t114_song40,1,1,p_item3703_set470_wit_lvl-15_comp3_t114_song40.wav,-15,Piano,3,yes,35,114,40,no,Piano_ItemNr(3703)_SetNr(470)_WiT_Level(-15)_Complexity(3)_Time(114)_SongNr(40).wav,32,28,1.95100641,0.402489139,0.995917503,0.240936219,0.085465479,-0.685326212,530,37
126,3703,p_item3703_set470_wit_lvl-10_comp3_t114_song40,1,1,p_item3703_set470_wit_lvl-10_comp3_t114_song40.wav,-10,Piano,3,yes,27,114,40,no,Piano_ItemNr(3703)_SetNr(470)_WiT_Level(-15)_Complexity(3)_Time(114)_SongNr(40).wav,32,14,1.95100641,0.402489139,0.995917503,-1.354568203,-1.1512087,-1.858639918,423,61
127,3703,p_item3703_set470_wit_lvl-5_comp3_t114_song40,1,1,p_item3703_set470_wit_lvl-5_comp3_t114_song40.wav,-5,Piano,3,yes,23,114,40,no,Piano_ItemNr(3703)_SetNr(470)_WiT_Level(-15)_Complexity(3)_Time(114)_SongNr(40).wav,32,6,1.95100641,0.402489139,0.995917503,-1.829359816,-1.931608452,-2.483339351,421,41
128,3703,p_item3703_set470_wit_lvl0_comp3_t114_song40,1,1,p_item3703_set470_wit_lvl0_comp3_t114_song40.wav,0,Piano,3,yes,11,114,40,no,Piano_ItemNr(3703)_SetNr(470)_WiT_Level(-15)_Complexity(3)_Time(114)_SongNr(40).wav,32,1,1.95100641,0.402489139,0.995917503,-2.351715436,-2.408931614,-2.868699914,572,44
129,820,git_item820_set249_wit_lvl-15_comp3_t182_song41,1,1,git_item820_set249_wit_lvl-15_comp3_t182_song41.wav,-15,Guitar,3,yes,34,182,41,no,Guitar_ItemNr(820)_SetNr(249)_WiT_Level(-15)_Complexity(3)_Time(182)_SongNr(41).wav,33,33,1.95100641,0.402489139,0.995917503,-0.186051959,0.310690412,-0.745828386,530,43
130,820,git_item820_set249_wit_lvl-10_comp3_t182_song41,1,1,git_item820_set249_wit_lvl-10_comp3_t182_song41.wav,-10,Guitar,3,yes,26,182,41,no,Guitar_ItemNr(820)_SetNr(249)_WiT_Level(-15)_Complexity(3)_Time(182)_SongNr(41).wav,33,16,1.95100641,0.402489139,0.995917503,-1.116525547,-0.920817272,-2.328032907,536,34
131,820,git_item820_set249_wit_lvl-5_comp3_t182_song41,1,1,git_item820_set249_wit_lvl-5_comp3_t182_song41.wav,-5,Guitar,3,yes,22,182,41,no,Guitar_ItemNr(820)_SetNr(249)_WiT_Level(-15)_Complexity(3)_Time(182)_SongNr(41).wav,33,9,1.95100641,0.402489139,0.995917503,-2.073588455,-1.697951315,-3.06804211,463,41
132,820,git_item820_set249_wit_lvl0_comp3_t182_song41,1,1,git_item820_set249_wit_lvl0_comp3_t182_song41.wav,0,Guitar,3,yes,10,182,41,no,Guitar_ItemNr(820)_SetNr(249)_WiT_Level(-15)_Complexity(3)_Time(182)_SongNr(41).wav,33,3,1.95100641,0.402489139,0.995917503,-2.535591044,-2.175266661,-3.450105861,468,42
133,1924,p_item1924_set180_wit_lvl-15_comp3_t102_song42,1,1,p_item1924_set180_wit_lvl-15_comp3_t102_song42.wav,-15,Piano,3,yes,35,102,42,no,Piano_ItemNr(1924)_SetNr(180)_WiT_Level(-15)_Complexity(3)_Time(102)_SongNr(42).wav,34,28,1.95100641,0.402489139,0.995917503,0.240936219,0.085465479,2.037389211,530,57
134,1924,p_item1924_set180_wit_lvl-10_comp3_t102_song42,1,1,p_item1924_set180_wit_lvl-10_comp3_t102_song42.wav,-10,Piano,3,yes,27,102,42,no,Piano_ItemNr(1924)_SetNr(180)_WiT_Level(-15)_Complexity(3)_Time(102)_SongNr(42).wav,34,14,1.95100641,0.402489139,0.995917503,-1.354568203,-1.1512087,0.789144002,423,42
135,1924,p_item1924_set180_wit_lvl-5_comp3_t102_song42,1,1,p_item1924_set180_wit_lvl-5_comp3_t102_song42.wav,-5,Piano,3,yes,23,102,42,no,Piano_ItemNr(1924)_SetNr(180)_WiT_Level(-15)_Complexity(3)_Time(102)_SongNr(42).wav,34,6,1.95100641,0.402489139,0.995917503,-1.829359816,-1.931608452,-0.079657699,421,49
136,1924,p_item1924_set180_wit_lvl0_comp3_t102_song42,1,1,p_item1924_set180_wit_lvl0_comp3_t102_song42.wav,0,Piano,3,yes,11,102,42,no,Piano_ItemNr(1924)_SetNr(180)_WiT_Level(-15)_Complexity(3)_Time(102)_SongNr(42).wav,34,1,1.95100641,0.402489139,0.995917503,-2.351715436,-2.408931614,-0.478786696,572,44
137,269,git_item269_set079_wit_lvl-15_comp3_t80_song43,1,1,git_item269_set079_wit_lvl-15_comp3_t80_song43.wav,-15,Guitar,3,yes,34,80,43,no,Guitar_ItemNr(269)_SetNr(079)_WiT_Level(-15)_Complexity(3)_Time(80)_SongNr(43).wav,35,33,1.95100641,0.402489139,0.995917503,-0.186051959,0.310690412,0.600406384,530,49
138,269,git_item269_set079_wit_lvl-10_comp3_t80_song43,1,1,git_item269_set079_wit_lvl-10_comp3_t80_song43.wav,-10,Guitar,3,yes,26,80,43,no,Guitar_ItemNr(269)_SetNr(079)_WiT_Level(-15)_Complexity(3)_Time(80)_SongNr(43).wav,35,16,1.95100641,0.402489139,0.995917503,-1.116525547,-0.920817272,-0.507713042,536,110
139,269,git_item269_set079_wit_lvl-5_comp3_t80_song43,1,1,git_item269_set079_wit_lvl-5_comp3_t80_song43.wav,-5,Guitar,3,yes,22,80,43,no,Guitar_ItemNr(269)_SetNr(079)_WiT_Level(-15)_Complexity(3)_Time(80)_SongNr(43).wav,35,9,1.95100641,0.402489139,0.995917503,-2.073588455,-1.697951315,-1.235151046,463,81
140,269,git_item269_set079_wit_lvl0_comp3_t80_song43,1,1,git_item269_set079_wit_lvl0_comp3_t80_song43.wav,0,Guitar,3,yes,10,80,43,no,Guitar_ItemNr(269)_SetNr(079)_WiT_Level(-15)_Complexity(3)_Time(80)_SongNr(43).wav,35,3,1.95100641,0.402489139,0.995917503,-2.535591044,-2.175266661,-1.771769136,468,45
141,2195,git_item2195_set676_wit_lvl-15_comp3_t168_song45,1,1,git_item2195_set676_wit_lvl-15_comp3_t168_song45.wav,-15,Guitar,3,yes,34,168,45,no,Guitar_ItemNr(2195)_SetNr(676)_WiT_Level(-15)_Complexity(3)_Time(168)_SongNr(45).wav,36,33,1.95100641,0.402489139,0.995917503,-0.186051959,0.310690412,-0.047074643,530,41
142,2195,git_item2195_set676_wit_lvl-10_comp3_t168_song45,1,1,git_item2195_set676_wit_lvl-10_comp3_t168_song45.wav,-10,Guitar,3,yes,26,168,45,no,Guitar_ItemNr(2195)_SetNr(676)_WiT_Level(-15)_Complexity(3)_Time(168)_SongNr(45).wav,36,16,1.95100641,0.402489139,0.995917503,-1.116525547,-0.920817272,-1.264679085,536,45
143,2195,git_item2195_set676_wit_lvl-5_comp3_t168_song45,1,1,git_item2195_set676_wit_lvl-5_comp3_t168_song45.wav,-5,Guitar,3,yes,22,168,45,no,Guitar_ItemNr(2195)_SetNr(676)_WiT_Level(-15)_Complexity(3)_Time(168)_SongNr(45).wav,36,9,1.95100641,0.402489139,0.995917503,-2.073588455,-1.697951315,-1.882630917,463,44
